gene_id	gene_name	chromosome	start	end
ENSG00000173705	SUSD5	chr3	33150043	33218810
ENSG00000230119	ENSG00000230119	chr3	33190233	33190328
ENSG00000289460	ENSG00000289460	chr3	33275241	33278341
ENSG00000153558	FBXL2	chr3	33277025	33403662
ENSG00000153560	UBP1	chr3	33388336	33441371
ENSG00000252700	RNU7-110P	chr3	33414150	33414211
ENSG00000293855	ENSG00000293855	chr3	33446576	33455044
ENSG00000202175	RNA5SP128	chr3	33491983	33492098
ENSG00000163539	CLASP2	chr3	33496245	33718356
ENSG00000238008	COX6CP10	chr3	33554636	33554859
ENSG00000228112	ENSG00000228112	chr3	33727250	33727604
ENSG00000227707	SDAD1P3	chr3	33771963	33772295
ENSG00000271643	PDCD6IP-DT	chr3	33778710	33799029
ENSG00000170248	PDCD6IP	chr3	33798571	33869707
ENSG00000295405	ENSG00000295405	chr3	33886560	33902608
ENSG00000302902	ENSG00000302902	chr3	33940845	33943489
ENSG00000226320	LINC01811	chr3	33956972	34677247
ENSG00000295640	ENSG00000295640	chr3	34110072	34125864
ENSG00000287981	ENSG00000287981	chr3	34152979	34157297
ENSG00000236452	ENSG00000236452	chr3	34203244	34268811
ENSG00000227498	ENSG00000227498	chr3	34524818	34543880
ENSG00000294183	ENSG00000294183	chr3	34650588	34775953
ENSG00000287641	ENSG00000287641	chr3	34692820	34694174
ENSG00000235534	FECHP1	chr3	34872641	34873854
ENSG00000294861	ENSG00000294861	chr3	34875679	34921044
ENSG00000294886	ENSG00000294886	chr3	34920865	34925198
ENSG00000228767	KRT8P18	chr3	35215705	35217149
ENSG00000212442	RNU6-243P	chr3	35256840	35256946
ENSG00000289420	ENSG00000289420	chr3	35290622	35422150
ENSG00000302237	ENSG00000302237	chr3	35538546	35589595
ENSG00000309417	ENSG00000309417	chr3	35599531	35604428
ENSG00000295459	ENSG00000295459	chr3	35638662	35640182
ENSG00000172995	ARPP21	chr3	35638945	35794496
ENSG00000230830	ARPP21-AS1	chr3	35650197	35651961
ENSG00000207625	MIR128-2	chr3	35744476	35744559
ENSG00000226489	RPL36AP17	chr3	35871866	35872198
ENSG00000236158	RFC3P1	chr3	36169767	36170448
ENSG00000299470	ENSG00000299470	chr3	36270655	36310020
ENSG00000303138	ENSG00000303138	chr3	36334659	36453359
ENSG00000144681	STAC	chr3	36380503	36548007
ENSG00000231382	NBPF21P	chr3	36616006	36637457
ENSG00000201315	RN7SKP227	chr3	36685040	36685369
ENSG00000163673	DCLK3	chr3	36712421	36764553
ENSG00000292977	ENSG00000292977	chr3	36766864	36812358
ENSG00000230067	HSPD1P6	chr3	36767117	36768799
ENSG00000279727	LINC02033	chr3	36819276	36822498
ENSG00000281100	ENSG00000281100	chr3	36823151	36825158
ENSG00000168016	TRANK1	chr3	36826819	36945057
ENSG00000234073	CBX3P10	chr3	36880184	36880729
ENSG00000210181	RNU6ATAC4P	chr3	36968191	36968316
ENSG00000272334	ENSG00000272334	chr3	36973117	36973672
ENSG00000236165	PRADC1P1	chr3	36976316	36976840
ENSG00000178567	EPM2AIP1	chr3	36985043	36993131
ENSG00000076242	MLH1	chr3	36993226	37050896
ENSG00000224858	RPL29P11	chr3	37016523	37017014
ENSG00000093167	LRRFIP2	chr3	37052626	37183689
ENSG00000206645	Y_RNA	chr3	37093133	37093234
ENSG00000225558	UBE2D3P2	chr3	37134658	37135102
ENSG00000199594	RNU6-1301P	chr3	37140327	37140430
ENSG00000224080	UBE2FP1	chr3	37143512	37143958
ENSG00000290046	ENSG00000290046	chr3	37176363	37209824
ENSG00000271993	ENSG00000271993	chr3	37182107	37182734
ENSG00000231449	RPS16P4	chr3	37196204	37196666
ENSG00000271653	ENSG00000271653	chr3	37216779	37217988
ENSG00000298013	ENSG00000298013	chr3	37233850	37234372
ENSG00000270194	GOLGA4-AS1	chr3	37241789	37244202
ENSG00000144674	GOLGA4	chr3	37243191	37366879
ENSG00000230409	TCEA1P2	chr3	37275693	37276598
ENSG00000222208	RNA5SP129	chr3	37341649	37341766
ENSG00000198590	APRG1	chr3	37381062	37440186
ENSG00000144668	ITGA9	chr3	37452115	37823507
ENSG00000309482	ENSG00000309482	chr3	37517428	37521794
ENSG00000239105	RNU7-73P	chr3	37573151	37573213
ENSG00000235257	ITGA9-AS1	chr3	37693655	37861848
ENSG00000235482	RPL21P135	chr3	37748110	37748900
ENSG00000236411	NDUFAF4P3	chr3	37789921	37790445
ENSG00000144677	CTDSPL	chr3	37861880	37984469
ENSG00000290076	ENSG00000290076	chr3	37862435	37863897
ENSG00000308159	ENSG00000308159	chr3	37919444	37940627
ENSG00000199075	MIR26A1	chr3	37969404	37969480
ENSG00000136059	VILL	chr3	37988059	38007188
ENSG00000187091	PLCD1	chr3	38007496	38029642
ENSG00000200579	Y_RNA	chr3	38014568	38014669
ENSG00000300099	ENSG00000300099	chr3	38024656	38036310
ENSG00000008226	DLEC1	chr3	38039205	38124025
ENSG00000231668	PPP2R2DP1	chr3	38051759	38052395
ENSG00000060971	ACAA1	chr3	38103129	38137242
ENSG00000201965	Y_RNA	chr3	38125292	38125394
ENSG00000299114	ENSG00000299114	chr3	38137413	38138274
ENSG00000299092	ENSG00000299092	chr3	38137757	38139759
ENSG00000172936	MYD88	chr3	38138552	38143024
ENSG00000308516	ENSG00000308516	chr3	38155984	38165488
ENSG00000172939	OXSR1	chr3	38165089	38255484
ENSG00000172940	SLC22A13	chr3	38265812	38278757
ENSG00000237982	CDC42P7	chr3	38270283	38270767
ENSG00000144671	SLC22A14	chr3	38282294	38318575
ENSG00000199514	RNU6-235P	chr3	38303773	38303879
ENSG00000230123	DLEC1P1	chr3	38325237	38329070
ENSG00000093217	XYLB	chr3	38346760	38421348
ENSG00000229589	ACVR2B-AS1	chr3	38451027	38454820
ENSG00000114739	ACVR2B	chr3	38453890	38493142
ENSG00000157036	EXOG	chr3	38496127	38542161
ENSG00000207512	Y_RNA	chr3	38505480	38505581
ENSG00000230683	DDTP1	chr3	38515448	38515830
ENSG00000232439	RPL18AP7	chr3	38526802	38527325
ENSG00000183873	SCN5A	chr3	38548057	38649743
ENSG00000185313	SCN10A	chr3	38696802	38816286
ENSG00000301772	ENSG00000301772	chr3	38813588	38816716
ENSG00000231243	ENSG00000231243	chr3	38823891	38825302
ENSG00000293885	ENSG00000293885	chr3	38827231	38829442
ENSG00000168356	SCN11A	chr3	38845764	39052157
ENSG00000206708	RNU6-1227P	chr3	39025987	39026093
ENSG00000114742	WDR48	chr3	39052013	39096671
ENSG00000114745	GORASP1	chr3	39095222	39108369
ENSG00000168026	TTC21A	chr3	39107680	39138903
ENSG00000284158	MIR6822	chr3	39138206	39138266
ENSG00000144655	CSRNP1	chr3	39141855	39154562
ENSG00000305971	ENSG00000305971	chr3	39142096	39142614
ENSG00000284669	ENSG00000284669	chr3	39148281	39173141
ENSG00000283849	ENSG00000283849	chr3	39152906	39154723
ENSG00000214305	Metazoa_SRP	chr3	39161270	39161520
ENSG00000287620	ENSG00000287620	chr3	39177749	39210545
ENSG00000168334	XIRP1	chr3	39183210	39192596
ENSG00000293960	ENSG00000293960	chr3	39204635	39218055
ENSG00000287995	ENSG00000287995	chr3	39213069	39216585
ENSG00000215034	DSTNP4	chr3	39214199	39214672
ENSG00000287958	ENSG00000287958	chr3	39227667	39263352
ENSG00000168329	CX3CR1	chr3	39263495	39281735
ENSG00000270367	ADAD1P1	chr3	39285985	39287920
ENSG00000287780	ENSG00000287780	chr3	39292553	39384365
ENSG00000179934	CCR8	chr3	39329709	39333680
ENSG00000228168	HNRNPA1P21	chr3	39334979	39335939
ENSG00000238267	CENPPP1	chr3	39338129	39338879
ENSG00000223668	EEF1A1P24	chr3	39358545	39359922
ENSG00000308876	ENSG00000308876	chr3	39374672	39381162
ENSG00000144659	SLC25A38	chr3	39383370	39397351
ENSG00000168028	RPSA	chr3	39406716	39426255
ENSG00000206760	SNORA6	chr3	39408389	39408539
ENSG00000202363	SNORA62	chr3	39411054	39411206
ENSG00000286781	ENSG00000286781	chr3	39425342	39448356
ENSG00000168314	MOBP	chr3	39467198	39529479
ENSG00000285885	ENSG00000285885	chr3	39494837	39502757
ENSG00000289279	ENSG00000289279	chr3	39519506	39521577
ENSG00000307656	ENSG00000307656	chr3	39549312	39631193
ENSG00000230757	NFU1P1	chr3	39643638	39644705
ENSG00000299912	ENSG00000299912	chr3	39802766	39805873
ENSG00000170011	MYRIP	chr3	39808914	40260321
ENSG00000201570	RNU4-56P	chr3	39970125	39970266
ENSG00000280739	EIF1B-AS1	chr3	40061110	40453341
ENSG00000265327	RN7SL411P	chr3	40209005	40209304
ENSG00000202517	ENSG00000202517	chr3	40238608	40238741
ENSG00000114784	EIF1B	chr3	40309707	40312424
ENSG00000291315	ENSG00000291315	chr3	40312086	40312214
ENSG00000230274	PGAM1P3	chr3	40322715	40323279
ENSG00000168032	ENTPD3	chr3	40387184	40428744
ENSG00000188846	RPL14	chr3	40457292	40468587
ENSG00000177873	ZNF619	chr3	40477113	40491053
ENSG00000177842	ZNF620	chr3	40477131	40518736
ENSG00000199906	RNU5B-2P	chr3	40498891	40499003
ENSG00000172888	ZNF621	chr3	40524878	40574685
ENSG00000234067	RPL5P10	chr3	40586535	40587428
ENSG00000226845	EEF1GP3	chr3	40596207	40597494
ENSG00000226302	ENSG00000226302	chr3	40603125	40605427
ENSG00000289169	ENSG00000289169	chr3	40605484	40645456
ENSG00000294106	ENSG00000294106	chr3	40617891	40623690
ENSG00000294103	ENSG00000294103	chr3	40676536	40680825
ENSG00000229072	HMGN2P24	chr3	40699066	40699338
ENSG00000295859	ENSG00000295859	chr3	40717378	40721036
ENSG00000231873	ENSG00000231873	chr3	40719859	40862846
ENSG00000234287	RPS27P4	chr3	40761545	40761799
ENSG00000287415	ENSG00000287415	chr3	40869548	40875980
ENSG00000294831	ENSG00000294831	chr3	40907886	40972391
ENSG00000233096	ENSG00000233096	chr3	40970541	40971578
ENSG00000307002	ENSG00000307002	chr3	41023803	41029589
ENSG00000305067	ENSG00000305067	chr3	41078573	41102139
ENSG00000233919	ENSG00000233919	chr3	41162189	41196541
ENSG00000275256	MRPS31P1	chr3	41189041	41189236
ENSG00000168036	CTNNB1	chr3	41194741	41260096
ENSG00000302700	ENSG00000302700	chr3	41206996	41208029
ENSG00000168038	ULK4	chr3	41246599	41962130
ENSG00000252409	ENSG00000252409	chr3	41687868	41688033
ENSG00000222942	RN7SKP58	chr3	41766615	41766919
ENSG00000223513	ATP6V0E1P2	chr3	41859350	41859594
ENSG00000251986	Y_RNA	chr3	41868998	41869095
ENSG00000212145	U8	chr3	41899111	41899253
ENSG00000234270	RPL36P20	chr3	41955445	41955763
ENSG00000235339	GEMIN2P2	chr3	41977008	41978034
ENSG00000303329	ENSG00000303329	chr3	42012294	42013566
ENSG00000182606	TRAK1	chr3	42013624	42225890
ENSG00000229339	RPL7AP83	chr3	42051181	42051694
ENSG00000234562	TPMTP2	chr3	42145646	42146371
ENSG00000222872	RNU4-78P	chr3	42221840	42221965
ENSG00000187094	CCK	chr3	42257825	42266185
ENSG00000281160	ENSG00000281160	chr3	42264914	42273254
ENSG00000231280	SALL4P6	chr3	42321005	42322695
ENSG00000229572	EIF4BP4	chr3	42340588	42342367
ENSG00000306043	ENSG00000306043	chr3	42361244	42375240
ENSG00000306062	ENSG00000306062	chr3	42369513	42371170
ENSG00000157093	LYZL4	chr3	42397083	42410610
ENSG00000306023	ENSG00000306023	chr3	42438725	42474097
ENSG00000235787	RPL35AP8	chr3	42469640	42469879
ENSG00000114812	VIPR1	chr3	42489299	42537573
ENSG00000306288	ENSG00000306288	chr3	42490481	42491309
ENSG00000232354	VIPR1-AS1	chr3	42506465	42533258
ENSG00000093183	SEC22C	chr3	42547969	42601080
ENSG00000008324	SS18L2	chr3	42581840	42596934
ENSG00000289558	ENSG00000289558	chr3	42582115	42583027
ENSG00000114857	NKTR	chr3	42600655	42648735
ENSG00000230084	ZBTB47-AS1	chr3	42601961	42654396
ENSG00000114853	ZBTB47	chr3	42653697	42667580
ENSG00000300878	ENSG00000300878	chr3	42657727	42658720
ENSG00000287629	ENSG00000287629	chr3	42665873	42683793
ENSG00000240203	RN7SL567P	chr3	42676189	42676491
ENSG00000157119	KLHL40	chr3	42685537	42692544
ENSG00000010282	HHATL	chr3	42692663	42702824
ENSG00000285539	ENSG00000285539	chr3	42692663	42732922
ENSG00000230970	HHATL-AS1	chr3	42702541	42706776
ENSG00000244607	CCDC13	chr3	42705756	42773253
ENSG00000280571	ENSG00000280571	chr3	42705756	42804518
ENSG00000287417	ENSG00000287417	chr3	42719401	42723136
ENSG00000173811	CCDC13-AS1	chr3	42732575	42746768
ENSG00000225611	CCDC13-AS2	chr3	42770562	42773795
ENSG00000181061	HIGD1A	chr3	42782908	42804490
ENSG00000235288	ENSG00000235288	chr3	42785087	42852449
ENSG00000308767	ENSG00000308767	chr3	42800568	42872465
ENSG00000144648	ACKR2	chr3	42804752	42887974
ENSG00000273328	ENSG00000273328	chr3	42809414	42908105
ENSG00000273291	ENSG00000273291	chr3	42809446	43055871
ENSG00000290317	ENSG00000290317	chr3	42809483	42942792
ENSG00000180432	CYP8B1	chr3	42856005	42875898
ENSG00000236459	HNRNPA1P22	chr3	42889361	42890306
ENSG00000182983	ZNF662	chr3	42906142	42919334
ENSG00000206552	KRBOX1-AS1	chr3	42934252	42936785
ENSG00000240747	KRBOX1	chr3	42936386	42942792
ENSG00000144649	GASK1A	chr3	42979087	43067898
ENSG00000298863	ENSG00000298863	chr3	42997697	43001342
ENSG00000298847	ENSG00000298847	chr3	43018663	43062546
ENSG00000232375	ENSG00000232375	chr3	43037121	43037451
ENSG00000144647	POMGNT2	chr3	43079229	43106085
ENSG00000227245	ENSG00000227245	chr3	43087463	43090450
ENSG00000294332	ENSG00000294332	chr3	43148136	43153331
ENSG00000294345	ENSG00000294345	chr3	43151607	43153213
ENSG00000295441	ENSG00000295441	chr3	43162349	43198145
ENSG00000300790	ENSG00000300790	chr3	43203255	43204000
ENSG00000301412	ENSG00000301412	chr3	43255861	43257878
ENSG00000163788	SNRK	chr3	43286512	43424764
ENSG00000241939	RN7SL517P	chr3	43314951	43315255
ENSG00000234617	SNRK-AS1	chr3	43346923	43352152
ENSG00000160746	ANO10	chr3	43354859	43691594
ENSG00000303979	ENSG00000303979	chr3	43455379	43469606
ENSG00000251811	Y_RNA	chr3	43472477	43472596
ENSG00000223916	RPL18AP9	chr3	43484972	43485880
ENSG00000011198	ABHD5	chr3	43690108	43734371
ENSG00000235886	ENSG00000235886	chr3	43778961	43779982
ENSG00000296404	ENSG00000296404	chr3	43837366	43894926
ENSG00000296421	ENSG00000296421	chr3	43873833	43917116
ENSG00000296442	ENSG00000296442	chr3	43875636	43894369
ENSG00000271192	ENSG00000271192	chr3	43994791	44111407
ENSG00000272121	ENSG00000272121	chr3	43995442	43999241
ENSG00000297170	ENSG00000297170	chr3	44000383	44022412
ENSG00000297189	ENSG00000297189	chr3	44029858	44034144
ENSG00000252980	RNU6-367P	chr3	44071087	44071186
ENSG00000207954	MIR138-1	chr3	44114212	44114310
ENSG00000280435	ENSG00000280435	chr3	44115818	44117487
ENSG00000261786	ENSG00000261786	chr3	44117299	44122365
ENSG00000173769	TOPAZ1	chr3	44241886	44332098
ENSG00000271937	ENSG00000271937	chr3	44337941	44338552
ENSG00000179152	TCAIM	chr3	44338119	44409451
ENSG00000293456	C3orf86P	chr3	44421127	44439946
ENSG00000225873	C3orf86P	chr3	44421316	44421811
ENSG00000283036	LINC01988	chr3	44424111	44429531
ENSG00000185219	ZNF445	chr3	44431705	44477670
ENSG00000297106	ENSG00000297106	chr3	44477691	44533335
ENSG00000178917	ZNF852	chr3	44491766	44510636
ENSG00000214825	EI24P3	chr3	44524744	44525805
ENSG00000277509	ENSG00000277509	chr3	44528955	44529391
ENSG00000236869	ZKSCAN7-AS1	chr3	44553148	44685676
ENSG00000196345	ZKSCAN7	chr3	44555193	44594173
ENSG00000144792	ZNF660	chr3	44578223	44599694
ENSG00000214820	MPRIPP1	chr3	44579938	44581026
ENSG00000186448	ZNF197	chr3	44584888	44648471
ENSG00000169981	ZNF35	chr3	44648732	44660791
ENSG00000272077	ENSG00000272077	chr3	44667412	44669364
ENSG00000235805	SOCS5P3	chr3	44709311	44710886
ENSG00000196653	ZNF502	chr3	44712643	44723831
ENSG00000301836	ENSG00000301836	chr3	44724163	44729537
ENSG00000186446	ZNF501	chr3	44729596	44737083
ENSG00000163807	KIAA1143	chr3	44737661	44761619
ENSG00000163808	KIF15	chr3	44761721	44873376
ENSG00000304717	ENSG00000304717	chr3	44850447	44861798
ENSG00000284498	MIR564	chr3	44861888	44861981
ENSG00000169964	TMEM42	chr3	44861904	44865670
ENSG00000163810	TGM4	chr3	44874608	44914990
ENSG00000235845	ENSG00000235845	chr3	44899178	44900925
ENSG00000163812	ZDHHC3	chr3	44915257	44976185
ENSG00000227123	RPL12P44	chr3	44937673	44938482
ENSG00000075914	EXOSC7	chr3	44975241	45036066
ENSG00000163815	CLEC3B	chr3	45001548	45036071
ENSG00000252410	RNU5B-3P	chr3	45034474	45034588
ENSG00000303828	ENSG00000303828	chr3	45068265	45089369
ENSG00000163814	CDCP1	chr3	45082277	45146422
ENSG00000224094	RPS24P8	chr3	45159774	45160175
ENSG00000306467	ENSG00000306467	chr3	45167275	45168233
ENSG00000306223	ENSG00000306223	chr3	45181375	45255960
ENSG00000249992	TMEM158	chr3	45224466	45226287
ENSG00000202268	U3	chr3	45255409	45255620
ENSG00000298579	ENSG00000298579	chr3	45312242	45329646
ENSG00000011376	LARS2	chr3	45388561	45554726
ENSG00000232455	LARS2-AS1	chr3	45483974	45509545
ENSG00000144791	LIMD1	chr3	45555394	45686341
ENSG00000230530	LIMD1-AS1	chr3	45676369	45689209
ENSG00000211456	SACM1L	chr3	45689056	45745412
ENSG00000244357	RN7SL145P	chr3	45742675	45742970
ENSG00000279017	ENSG00000279017	chr3	45749627	45750651
ENSG00000163817	SLC6A20	chr3	45755449	45796574
ENSG00000307655	ENSG00000307655	chr3	45785822	45804937
ENSG00000288720	ENSG00000288720	chr3	45795970	45863928
ENSG00000163818	LZTFL1	chr3	45823316	45916042
ENSG00000285788	ENSG00000285788	chr3	45842265	45866571
ENSG00000236930	SDHDP4	chr3	45883640	45884113
ENSG00000173585	CCR9	chr3	45884425	45903174
ENSG00000201635	Y_RNA	chr3	45903187	45903298
ENSG00000307676	ENSG00000307676	chr3	45907663	45916683
ENSG00000163820	FYCO1	chr3	45917903	45995824
ENSG00000172215	CXCR6	chr3	45940933	45948351
ENSG00000288717	ENSG00000288717	chr3	45995810	46001283
ENSG00000173578	XCR1	chr3	46016990	46085825
ENSG00000226933	NRBF2P2	chr3	46023296	46024156
ENSG00000288703	ENSG00000288703	chr3	46065695	46104017
ENSG00000307560	ENSG00000307560	chr3	46089559	46090134
ENSG00000304968	ENSG00000304968	chr3	46100199	46100983
ENSG00000294468	ENSG00000294468	chr3	46109990	46111175
ENSG00000183625	CCR3	chr3	46130890	46266706
ENSG00000229515	FLT1P1	chr3	46142358	46143677
ENSG00000163823	CCR1	chr3	46201711	46208313
ENSG00000288724	ENSG00000288724	chr3	46284775	46293805
ENSG00000296106	ENSG00000296106	chr3	46288121	46293963
ENSG00000236736	UQCRC2P1	chr3	46310591	46311922
ENSG00000121807	CCR2	chr3	46353864	46360940
ENSG00000223552	CCR5AS	chr3	46363984	46407184
ENSG00000160791	CCR5	chr3	46370946	46376206
ENSG00000296730	ENSG00000296730	chr3	46395686	46396475
ENSG00000121797	CCRL2	chr3	46407166	46412997
ENSG00000283646	LINC02009	chr3	46416524	46423591
ENSG00000296625	ENSG00000296625	chr3	46426804	46434323
ENSG00000012223	LTF	chr3	46435645	46485234
ENSG00000163825	RTP3	chr3	46494611	46500950
ENSG00000163827	LRRC2	chr3	46515385	46606948
ENSG00000268324	LRRC2-AS1	chr3	46546091	46559694
ENSG00000288718	ENSG00000288718	chr3	46558540	46562495
ENSG00000241186	CRIPTO	chr3	46574534	46582457
ENSG00000283877	ENSG00000283877	chr3	46581150	46617226
ENSG00000283473	FAM240A	chr3	46612525	46626543
ENSG00000286570	ENSG00000286570	chr3	46647171	46661507
ENSG00000251967	ENSG00000251967	chr3	46650510	46650590
ENSG00000178038	ALS2CL	chr3	46668995	46693704
ENSG00000181585	TMIE	chr3	46694528	46710886
ENSG00000206549	ENSG00000206549	chr3	46712115	46812574
ENSG00000283706	PRSS50	chr3	46712117	46717869
ENSG00000293416	PRSS46P	chr3	46719583	46736429
ENSG00000261603	PRSS46P	chr3	46719749	46736388
ENSG00000284672	ENSG00000284672	chr3	46742092	46812558
ENSG00000188086	PRSS45P	chr3	46742350	46750891
ENSG00000293417	ENSG00000293417	chr3	46753045	46756857
ENSG00000286651	PRSS43P	chr3	46753691	46756816
ENSG00000238013	ENSG00000238013	chr3	46798123	46798390
ENSG00000226074	PRSS44P	chr3	46809359	46812486
ENSG00000293418	ENSG00000293418	chr3	46809498	46811341
ENSG00000297904	ENSG00000297904	chr3	46812098	46812906
ENSG00000293419	PRSS42P	chr3	46829542	46845929
ENSG00000178055	PRSS42P	chr3	46830404	46834095
ENSG00000160808	MYL3	chr3	46835110	46882178
ENSG00000160801	PTH1R	chr3	46877721	46903799
ENSG00000308167	ENSG00000308167	chr3	46887261	46898857
ENSG00000160799	CCDC12	chr3	46916634	46982010
ENSG00000273682	BLVRBP1	chr3	46918807	46918935
ENSG00000294040	ENSG00000294040	chr3	46946619	46952420
ENSG00000160796	NBEAL2	chr3	46979666	47009704
ENSG00000293420	ENSG00000293420	chr3	47009752	47013469
ENSG00000236409	NRADDP	chr3	47011542	47013146
ENSG00000181555	SETD2	chr3	47016428	47164113
ENSG00000275940	MRPL57P3	chr3	47028855	47029030
ENSG00000296084	ENSG00000296084	chr3	47118074	47124603
ENSG00000227398	KIF9-AS1	chr3	47164024	47246601
ENSG00000088727	KIF9	chr3	47227998	47283451
ENSG00000239128	SNORD13P3	chr3	47250523	47250626
ENSG00000114648	KLHL18	chr3	47282917	47346816
ENSG00000280173	ENSG00000280173	chr3	47346950	47349073
ENSG00000289507	ENSG00000289507	chr3	47349783	47351101
ENSG00000260236	PTPN23-DT	chr3	47379079	47381620
ENSG00000076201	PTPN23	chr3	47381011	47413435
ENSG00000114650	SCAP	chr3	47413681	47477126
ENSG00000276925	SPMIP3P1	chr3	47469777	47469987
ENSG00000301360	ENSG00000301360	chr3	47476057	47482470
ENSG00000163832	ELP6	chr3	47495640	47513712
ENSG00000271161	BOLA2P2	chr3	47499841	47500090
ENSG00000293229	ENSG00000293229	chr3	47499841	47500407
ENSG00000308982	ENSG00000308982	chr3	47533952	47536550
ENSG00000304508	ENSG00000304508	chr3	47541887	47542374
ENSG00000244732	RN7SL870P	chr3	47560229	47560524
ENSG00000114646	CSPG5	chr3	47562238	47580792
ENSG00000173473	SMARCC1	chr3	47585269	47782106
ENSG00000214773	ENSG00000214773	chr3	47601715	47604677
ENSG00000235695	HIGD2AP2	chr3	47663626	47663934
ENSG00000300560	ENSG00000300560	chr3	47782057	47785373
ENSG00000132153	DHX30	chr3	47802909	47850195
ENSG00000274420	ENSG00000274420	chr3	47818005	47818128
ENSG00000221585	MIR1226	chr3	47849555	47849629
ENSG00000047849	MAP4	chr3	47850690	48089272
ENSG00000301861	ENSG00000301861	chr3	47891183	47904302
ENSG00000199591	Y_RNA	chr3	47931808	47931914
ENSG00000224895	VPS26BP1	chr3	47960327	47961081
ENSG00000270285	RPS27P30	chr3	48039267	48039490
ENSG00000302863	ENSG00000302863	chr3	48089360	48170668
ENSG00000265078	RN7SL664P	chr3	48094801	48095105
ENSG00000236768	RPL17P16	chr3	48120669	48121215
ENSG00000302881	ENSG00000302881	chr3	48130892	48136572
ENSG00000164045	CDC25A	chr3	48157146	48188417
ENSG00000235627	SNRPFP4	chr3	48161176	48161417
ENSG00000253056	RNU7-128P	chr3	48180328	48180389
ENSG00000231884	NDUFB1P1	chr3	48181547	48181726
ENSG00000265483	MIR4443	chr3	48196564	48196616
ENSG00000304464	ENSG00000304464	chr3	48219526	48220913
ENSG00000164047	CAMP	chr3	48223347	48225491
ENSG00000164048	ZNF589	chr3	48241100	48299253
ENSG00000229759	MRPS18AP1	chr3	48256350	48256938
ENSG00000199476	Y_RNA	chr3	48288587	48288694
ENSG00000172113	NME6	chr3	48290722	48301685
ENSG00000228638	FCF1P2	chr3	48290793	48291375
ENSG00000289043	ENSG00000289043	chr3	48301415	48304153
ENSG00000229453	SPINK8	chr3	48306842	48333661
ENSG00000252466	MIR2115	chr3	48316360	48316459
ENSG00000295127	ENSG00000295127	chr3	48349379	48370453
ENSG00000164049	FBXW12	chr3	48372219	48401259
ENSG00000277483	RN7SL321P	chr3	48379834	48380132
ENSG00000164050	PLXNB1	chr3	48403854	48430086
ENSG00000164051	CCDC51	chr3	48432164	48440456
ENSG00000232112	TMA7	chr3	48440257	48444208
ENSG00000244380	ENSG00000244380	chr3	48440352	48446680
ENSG00000164053	ATRIP	chr3	48446710	48467645
ENSG00000213689	TREX1	chr3	48465811	48467645
ENSG00000164054	SHISA5	chr3	48467798	48504826
ENSG00000114268	PFKFB4	chr3	48517684	48562015
ENSG00000278799	MIR6823	chr3	48549961	48550021
ENSG00000145040	UCN2	chr3	48561718	48563781
ENSG00000114270	COL7A1	chr3	48564073	48595329
ENSG00000284251	MIR711	chr3	48578902	48578977
ENSG00000010256	UQCRC1	chr3	48599002	48610976
ENSG00000300190	ENSG00000300190	chr3	48609751	48628980
ENSG00000183396	TMEM89	chr3	48620759	48621769
ENSG00000225697	SLC26A6	chr3	48625723	48635493
ENSG00000284364	MIR6824	chr3	48633636	48633698
ENSG00000309074	ENSG00000309074	chr3	48635630	48636203
ENSG00000008300	CELSR3	chr3	48636463	48662886
ENSG00000284575	MIR4793	chr3	48644194	48644280
ENSG00000228350	LINC02585	chr3	48662983	48672733
ENSG00000213672	NCKIPSD	chr3	48673844	48686364
ENSG00000068745	IP6K2	chr3	48688003	48740353
ENSG00000114302	PRKAR2A	chr3	48744597	48847874
ENSG00000224424	PRKAR2A-AS1	chr3	48847572	48897568
ENSG00000178537	SLC25A20	chr3	48856926	48898904
ENSG00000221883	ARIH2OS	chr3	48917765	48918829
ENSG00000177479	ARIH2	chr3	48918821	48986382
ENSG00000235236	ENSG00000235236	chr3	48979896	48990984
ENSG00000223343	ENSG00000223343	chr3	48985049	48990162
ENSG00000178467	P4HTM	chr3	48989889	49007153
ENSG00000285416	ENSG00000285416	chr3	48997221	48999442
ENSG00000178252	WDR6	chr3	49007062	49015953
ENSG00000178149	DALRD3	chr3	49015488	49022293
ENSG00000199032	MIR425	chr3	49020148	49020234
ENSG00000178057	NDUFAF3	chr3	49020459	49023495
ENSG00000207605	MIR191	chr3	49020618	49020709
ENSG00000178035	IMPDH2	chr3	49024325	49029447
ENSG00000290315	ENSG00000290315	chr3	49024345	49094071
ENSG00000272434	ENSG00000272434	chr3	49029316	49030379
ENSG00000198218	QRICH1	chr3	49029707	49094363
ENSG00000241461	RN7SL182P	chr3	49083233	49083532
ENSG00000172053	QARS1	chr3	49095932	49105130
ENSG00000284488	MIR6890	chr3	49099854	49099914
ENSG00000172046	USP19	chr3	49108046	49120938
ENSG00000172037	LAMB2	chr3	49121114	49133118
ENSG00000300884	ENSG00000300884	chr3	49133153	49148438
ENSG00000270441	LAMB2P1	chr3	49140086	49160851
ENSG00000177352	CCDC71	chr3	49162535	49166331
ENSG00000185909	KLHDC8B	chr3	49171598	49176486
ENSG00000236980	C3orf84	chr3	49177634	49191858
ENSG00000302980	ENSG00000302980	chr3	49181589	49182252
ENSG00000173421	IHO1	chr3	49198428	49258106
